,title,tmdb_id,imdb_id,release_date,release_month,release_day_of_week,original_language,origin_country,production_budget_raw,production_budget_adj,runtime,primary_genre,genres_list,mpaa_rating,format_premium,spoiler_risk,wiki_hype,director_id,director_name,producer_id,producer_name,cast_ids,cast_names,is_sequel,sequel_parent_rating,sequel_parent_revenue_adj,franchise_hunger,distributor,opening_theaters,calendar_ratio,bom_intl_lifetime,bom_ww_lifetime,target_dom_7day,bom_dom_lifetime,rev_day_1,theaters_day_1,rank_day_1,rev_day_2,theaters_day_2,rank_day_2,rev_day_3,theaters_day_3,rank_day_3,rev_day_4,theaters_day_4,rank_day_4,rev_day_5,theaters_day_5,rank_day_5,rev_day_6,theaters_day_6,rank_day_6,rev_day_7,theaters_day_7,rank_day_7
4089,Chained,116979,tt1989475,2012-10-02,10,1,en,CA,,,94,Horror,Horror|Thriller|Drama,R,1.0,0.0,,14800.0,Jennifer Lynch,61120.0,Rhonda Baker,7132|110425|1366725,Vincent D'Onofrio|Eamon Farren|Evan Bird,0,,,,RGB Productions,,,,77839.0,,77839.0,,,,,,,,,,,,,,,,,,,,,
4090,Frankenweenie,62214,tt1142977,2012-10-04,10,3,en,US,39000000.0,55102787.45389457,87,Animation,Animation|Comedy|Family,PG,1.0,0.0,,510.0,Tim Burton,510.0,Tim Burton,11514|519|2641,Catherine O'Hara|Martin Short|Martin Landau,0,,,,Tim Burton Productions,3005.0,0.405449747,51641056.0,86932124.0,15020668.0,35291068.0,3324779.0,3005.0,5.0,4562041.0,3005.0,5.0,3525393.0,3005.0,4.0,1662450.0,3005.0,5.0,757380.0,3005.0,5.0,590395.0,3005.0,5.0,598230.0,3005.0,5.0
4091,Universal Soldier: Day of Reckoning,122857,tt1659343,2012-10-04,10,3,en,US,11500000.0,16248257.834869966,113,Action,Action|Science Fiction|Thriller,R,1.0,0.0,,62941.0,John Hyams,56032.0,Moshe Diamant,15111|78110|16644,Jean-Claude Van Damme|Scott Adkins|Dolph Lundgren,1,5.3,1256022.9564481464,2.6,Signature Pictures,,,1396847.0,1402307.0,,5460.0,,,,,,,,,,,,,,,,,,,,,
4092,Butter,79697,tt1349451,2012-10-05,10,4,en,US,,,90,Comedy,Comedy,R,1.0,0.0,,111686.0,Jim Field Smith,587813.0,Alissa Phillips ,9278|118372|6968,Jennifer Garner|Yara Shahidi|Hugh Jackman,0,,,,Michael De Luca Productions,,,70688.0,175706.0,,105018.0,,,,,,,,,,,,,,,,,,,,,
4093,Silent Hill: Revelation 3D,61012,tt0938330,2012-10-10,10,2,en,CA,20000000.0,28257839.71730145,94,Thriller,Thriller|Horror|Mystery,R,1.0,0.0,,69593.0,MJ Bassett,4697.0,Samuel Hadida,205474|48|8329,Adelaide Clemens|Sean Bean|Radha Mitchell,1,6.5,75601020.94076428,6.5,Konami,2933.0,2.006241318,37833548.0,55362705.0,10595157.0,17529157.0,3570011.0,2933.0,2.0,2782023.0,2933.0,6.0,1671002.0,2933.0,6.0,520011.0,2933.0,3.0,692032.0,2933.0,6.0,830066.0,2933.0,4.0,530012.0,2933.0,6.0
4094,Here Comes the Boom,87826,tt1648179,2012-10-10,10,2,en,US,42000000.0,59341463.416646525,105,Comedy,Comedy|Action|Drama,PG,1.0,0.0,,57370.0,Frank Coraci,32895.0,Kevin James,32895|3136|31903,Kevin James|Salma Hayek Pinault|Henry Winkler,0,,,,Broken Road Productions,3014.0,1.666961822,27809854.0,73100172.0,14724328.0,45290318.0,3596217.0,3014.0,5.0,5165929.0,3014.0,5.0,3054450.0,3014.0,5.0,713140.0,3014.0,5.0,801471.0,3014.0,5.0,665667.0,3014.0,5.0,727454.0,3014.0,6.0
4095,Argo,68734,tt1024648,2012-10-11,10,3,en,GB,44500000.0,62873693.38388757,120,Drama,Drama|Thriller,R,1.0,0.0,,880.0,Ben Affleck,1461.0,George Clooney,880|17419|1903,Ben Affleck|Bryan Cranston|Alan Arkin,0,,,,GK Films,3232.0,0.550269149,96300000.0,232325503.0,26566489.0,136025503.0,5891522.0,3232.0,3.0,8657136.0,3232.0,2.0,4909451.0,3232.0,3.0,1757061.0,3232.0,1.0,1868847.0,3232.0,1.0,1754322.0,3232.0,1.0,1728150.0,3232.0,1.0
4096,Seven Psychopaths,86838,tt1931533,2012-10-12,10,4,en,GB,15000000.0,21193379.793132827,110,Comedy,Comedy|Crime,R,1.0,0.0,,54472.0,Martin McDonagh,29227.0,Graham Broadbent,72466|6807|57755,Colin Farrell|Sam Rockwell|Woody Harrelson,0,,,,BFI,1480.0,0.307744649,14323153.0,29347202.0,5887992.0,15024049.0,1356781.0,1480.0,9.0,1766166.0,1480.0,9.0,1051968.0,1480.0,9.0,431539.0,1480.0,9.0,475770.0,1480.0,9.0,398840.0,1480.0,9.0,406928.0,1480.0,9.0
4097,Smiley,119278,tt2025667,2012-10-12,10,4,en,US,,,95,Horror,Horror,R,1.0,0.0,,1069629.0,Michael J. Gallagher,1314877.0,Michael Wormser,1069630|453588|168349,Caitlin Gerard|Melanie Papalia|Shane Dawson,0,,,,Level 10 Films,,,,,,,,,,,,,,,,,,,,,,,,,,,
4098,Grave Encounters 2,134366,tt2231554,2012-10-12,10,4,en,CA,,,95,Horror,Horror,Unrated,1.0,0.0,,1098658.0,John Poliquin,938336.0,Shawn Angelski,144852|1926630|169747,Richard Harmon|Stephanie Bennett|Sean Rogerson,1,6.1,5850334.031140076,1.1,Death Awaits Cinema,,,,1552486.0,,1552486.0,,,,,,,,,,,,,,,,,,,,,
4099,Paranormal Activity 4,82990,tt2109184,2012-10-17,10,2,en,US,5000000.0,7064459.93035671,87,Horror,Horror,R,1.0,0.0,,142272.0,Henry Joost,84348.0,Jason Blum,90596|221192|455033,Katie Featherston|Kathryn Newton|Matt Shively,1,5.8,150053112.41927892,1.0,Room 101,3412.0,2.761218123,88917657.0,142802657.0,33957365.0,53885000.0,15110106.0,3412.0,1.0,9420228.0,3412.0,1.0,4473532.0,3412.0,1.0,1286277.0,3412.0,1.0,1493521.0,3412.0,2.0,1036385.0,3412.0,2.0,1137316.0,3412.0,2.0
4100,Alex Cross,94348,tt1712170,2012-10-18,10,3,en,US,45000000.0,63580139.369085,101,Action,Action|Thriller|Crime|Mystery,PG-13,1.0,0.0,,18878.0,Rob Cohen,72102.0,Bill Block,80602|12833|28657,Tyler Perry|Edward Burns|Matthew Fox,0,,,,Summit Entertainment,2539.0,0.576793757,8730455.0,34618867.0,14318691.0,25888412.0,4030024.0,2539.0,4.0,4836706.0,2539.0,5.0,2530038.0,2539.0,5.0,727218.0,2539.0,4.0,927897.0,2539.0,4.0,641639.0,2539.0,4.0,625169.0,2539.0,6.0
4101,Wrong Turn 5: Bloodlines,125509,tt2375779,2012-10-18,10,3,en,US,3000000.0,4238675.958626565,91,Horror,Horror|Thriller,R,1.0,0.0,,126882.0,Declan O'Brien,127096.0,Jeffery Beach,1073327|73040|1870972,Camilla Arfwedson|Doug Bradley|Borisa Tyutyundzhieva,1,4.5,,1.0,Summit Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,
4102,The First Time,84199,tt1763303,2012-10-19,10,4,en,US,2000000.0,2825783.9717301456,95,Drama,Drama|Comedy|Romance,PG-13,1.0,0.0,,30368.0,Jon Kasdan,46347.0,Liz Glotzer,527393|52018|104561,Dylan O'Brien|Britt Robertson|Craig Roberts,0,,,,Destination Films,,,69818.0,92654.0,,22836.0,,,,,,,,,,,,,,,,,,,,,
4103,Fun Size,82679,tt1663143,2012-10-24,10,2,en,US,14000000.0,19780487.80211101,87,Comedy,Comedy,PG-13,1.0,1.0,,168798.0,Josh Schwartz,168812.0,Stephanie Savage,191228|530618|1142720,Victoria Justice|Jane Levy|Thomas Mann,0,,,,Nickelodeon Movies,3014.0,1.724520628,2007824.0,11417362.0,5159943.0,9409538.0,1335788.0,3014.0,11.0,1705351.0,3014.0,10.0,1059878.0,3014.0,10.0,185416.0,3014.0,11.0,318628.0,3014.0,11.0,286805.0,3014.0,10.0,268077.0,3014.0,11.0
4104,Skyfall,37724,tt1074638,2012-10-24,10,2,en,GB,200000000.0,282578397.1730145,143,Action,Action|Adventure|Thriller,PG-13,1.0,1.0,,39.0,Sam Mendes,10666.0,Barbara Broccoli,8784|5309|3810,Daniel Craig|Judi Dench|Javier Bardem,1,6.5,253686566.2631144,4.0,Metro-Goldwyn-Mayer,3505.0,0.492805829,836033476.0,1140426877.0,114650165.0,304360277.0,2200000.0,463.0,1.0,30504077.0,3505.0,1.0,33859544.0,3505.0,1.0,24001093.0,3505.0,1.0,11327664.0,3505.0,1.0,7215854.0,3505.0,1.0,5541933.0,3505.0,1.0
4105,Chasing Mavericks,82684,tt1629757,2012-10-25,10,3,en,US,,,116,Drama,Drama,PG,1.0,0.0,,323.0,Curtis Hanson,92301.0,Kathleen M. Courtney,17276|928575|1951,Gerard Butler|Jonny Weston|Elisabeth Shue,0,,,,Fox 2000 Pictures,2002.0,0.699496646,1939360.0,7942116.0,3130016.0,6002756.0,827050.0,2002.0,12.0,858652.0,2002.0,14.0,582572.0,2002.0,13.0,178312.0,2002.0,12.0,253933.0,2002.0,13.0,206406.0,2002.0,14.0,223091.0,2002.0,13.0
4106,Room 237,84330,tt2085910,2012-10-26,10,4,en,US,,,102,Documentary,Documentary,Unrated,1.0,0.0,,930706.0,Rodney Ascher,1178787.0,Tim Kirk,1178783|1178784|1178785,Bill Blakemore|Geoffrey Cocks|Juli Kearns,0,,,,Highland Park Classics,,,71047.0,367406.0,,296359.0,,,,,,,,,,,,,,,,,,,,,
4107,Cloud Atlas,83542,tt1371111,2012-10-26,10,4,en,US,102000000.0,144114982.58917782,172,Drama,Drama|Science Fiction,R,1.0,1.0,,9339.0,Lilly Wachowski,9339.0,Lilly Wachowski,31|4587|388,Tom Hanks|Halle Berry|Jim Broadbent,0,,,,Cloud Atlas Productions,2008.0,0.265300767,103408152.0,130516424.0,13012429.0,27108272.0,3402211.0,2008.0,3.0,3708769.0,2008.0,3.0,2501267.0,2008.0,3.0,715491.0,2008.0,2.0,1028189.0,2008.0,2.0,812115.0,2008.0,6.0,844387.0,2008.0,2.0
4108,Gallowwalkers,46429,tt0829176,2012-10-27,10,5,en,GB,17000000.0,24019163.76486297,90,Action,Action|Horror|Western,R,1.0,0.0,,136141.0,Andrew Goth,,Unknown,10814|67850|37769,Wesley Snipes|Riley Smith|Tanit Phoenix,0,,,,Boundless Pictures,,,,141696.0,,141696.0,,,,,,,,,,,,,,,,,,,,,
4109,Wreck-It Ralph,82690,tt1772341,2012-11-01,11,3,en,US,165000000.0,233127177.69352067,101,Family,Family|Animation|Comedy|Adventure,PG,1.0,0.0,,165787.0,Rich Moore,928605.0,Monica Lago-Kaytis,4764|7404|58737,John C. Reilly|Sarah Silverman|Jack McBrayer,0,,,,Walt Disney Animation Studios,3752.0,0.431402222,281800017.0,471222906.0,60634609.0,189422889.0,13506640.0,3752.0,1.0,21299342.0,3752.0,1.0,14232730.0,3752.0,1.0,2961132.0,3752.0,1.0,4750813.0,3752.0,1.0,1822013.0,3752.0,1.0,2061939.0,3752.0,2.0
4110,Paperman,140420,tt2388725,2012-11-02,11,4,en,US,,,7,Animation,Animation|Family|Romance,Unrated,1.0,0.0,,8020.0,John Kahrs,1112517.0,Kristina Reed,8020|116315|1112515,John Kahrs|Kari Wahlgren|Jeff Turley,0,,,,Walt Disney Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,
4111,The Man with the Iron Fists,97430,tt1258972,2012-11-02,11,4,en,HK,15000000.0,21193379.793132827,96,Action,Action,R,1.0,0.0,,150.0,RZA,138.0,Quentin Tarantino,150|934|2230,RZA|Russell Crowe|Pam Grier,0,,,,Arcade Pictures,1868.0,0.219695758,4912428.0,20546518.0,10228325.0,15634090.0,3054180.0,1868.0,3.0,3007480.0,1868.0,4.0,1849320.0,1868.0,4.0,644460.0,1868.0,4.0,727790.0,1868.0,4.0,486505.0,1868.0,4.0,458590.0,1868.0,5.0
4112,Lincoln,72976,tt0443272,2012-11-09,11,4,en,US,65000000.0,91837979.09669994,149,History,History|Drama,PG-13,1.0,0.0,,488.0,Steven Spielberg,489.0,Kathleen Kennedy,11856|35|11064,Daniel Day-Lewis|Sally Field|David Strathairn,0,,,,DreamWorks Pictures,11.0,0.376885508,93085477.0,275293450.0,1418836.0,182207973.0,268131.0,11.0,15.0,347092.0,11.0,16.0,329085.0,11.0,14.0,195633.0,11.0,12.0,94914.0,11.0,15.0,94702.0,11.0,14.0,89279.0,11.0,12.0
4113,The Twilight Saga: Breaking Dawn - Part 2,50620,tt1673434,2012-11-13,11,1,en,US,120000000.0,169547038.3038087,115,Adventure,Adventure|Fantasy|Drama|Romance,PG-13,1.0,0.0,,15557.0,Bill Condon,6040.0,Wyck Godfrey,37917|11288|84214,Kristen Stewart|Robert Pattinson|Taylor Lautner,1,5.0,406470204.1421758,1.0,Summit Entertainment,4070.0,3.227604353,575128127.0,868272813.0,183724670.0,293144686.0,71167839.0,4070.0,1.0,41443147.0,4070.0,1.0,28456648.0,4070.0,1.0,10090710.0,4070.0,1.0,11772338.0,4070.0,1.0,12779287.0,4070.0,1.0,8014701.0,4070.0,1.0
4114,Bullet to the Head,70074,tt1308729,2012-11-14,11,2,en,US,55000000.0,77709059.2380492,92,Action,Action|Crime|Thriller,R,1.0,0.0,,1723.0,Walter Hill,16486.0,Kevin King Templeton,16483|61697|164945,Sylvester Stallone|Sung Kang|Sarah Shahi,0,,,,Dark Castle Entertainment,2404.0,1.889630905,12457380.0,21947209.0,6191022.0,9489829.0,1735222.0,2404.0,5.0,2009367.0,2404.0,6.0,803612.0,2404.0,5.0,433269.0,2404.0,5.0,522178.0,2404.0,5.0,363267.0,2404.0,5.0,324107.0,2404.0,6.0
4115,Silver Linings Playbook,82693,tt1045658,2012-11-16,11,4,en,US,21000000.0,29670731.708323263,122,Drama,Drama|Comedy|Romance,R,1.0,0.0,,17883.0,David O. Russell,8215.0,Bruce Cohen,51329|72129|380,Bradley Cooper|Jennifer Lawrence|Robert De Niro,0,,,,The Weinstein Company,367.0,2.3415671,104319495.0,236412453.0,1826098.0,132092958.0,120770.0,16.0,18.0,182518.0,16.0,17.0,139715.0,16.0,16.0,49495.0,16.0,17.0,57145.0,16.0,18.0,661593.0,367.0,9.0,614862.0,367.0,10.0
4116,Life of Pi,87827,tt0454876,2012-11-20,11,1,en,US,120000000.0,169547038.3038087,127,Adventure,Adventure|Drama,PG,1.0,0.0,,1614.0,Ang Lee,25455.0,Gil Netter,933160|76793|935504,Suraj Sharma|Irrfan Khan|Ayush Tandon,0,,,,Fox 2000 Pictures,2927.0,0.942002986,484029542.0,609016565.0,33716354.0,124987023.0,3645051.0,2902.0,7.0,4476536.0,2902.0,4.0,8869266.0,2927.0,5.0,8460607.0,2927.0,5.0,5121641.0,2927.0,5.0,1362918.0,2927.0,4.0,1780335.0,2927.0,4.0
4117,Rise of the Guardians,81188,tt1446192,2012-11-21,11,2,en,US,145000000.0,204869337.9762192,97,Animation,Animation|Family|Fantasy|Action|Adventure,PG,1.0,0.0,,151007.0,Peter Ramsey,1056758.0,Nancy Bernstein,62064|7447|9642,Chris Pine|Alec Baldwin|Jude Law,0,,,,DreamWorks Animation,3653.0,0.325190869,203528912.0,306941670.0,34081350.0,103412758.0,4837243.0,3653.0,3.0,3730382.0,3653.0,5.0,9219537.0,3653.0,4.0,9158000.0,3653.0,4.0,5395928.0,3653.0,4.0,840220.0,3653.0,5.0,900040.0,3653.0,6.0
4118,Hitchcock,112336,tt0975645,2012-11-22,11,3,en,US,15700000.0,22182404.17859732,98,Drama,Drama,PG-13,1.0,0.0,,8686.0,Sacha Gervasi,83471.0,Alan Barnette,4173|15735|1245,Anthony Hopkins|Helen Mirren|Scarlett Johansson,0,,,,Cold Spring Pictures,17.0,0.688289914,21030992.0,27039669.0,378882.0,6008677.0,112092.0,17.0,21.0,109707.0,17.0,21.0,65916.0,17.0,21.0,21946.0,17.0,19.0,21726.0,17.0,20.0,23113.0,17.0,18.0,24382.0,17.0,18.0
4119,Playing for Keeps,77875,tt1540128,2012-11-29,11,3,en,US,35000000.0,49451219.51043428,106,Comedy,Comedy|Romance,PG-13,1.0,0.0,,20646.0,Gabriele Muccino,7213.0,Jonathan Mostow,17276|10860|139,Gerard Butler|Jessica Biel|Uma Thurman,0,,,,Evil Twins,2837.0,0.659459959,17859063.0,30962335.0,7591092.0,13103272.0,2127859.0,2837.0,6.0,2348425.0,2837.0,6.0,1274004.0,2837.0,7.0,416933.0,2837.0,6.0,578752.0,2837.0,6.0,429931.0,2837.0,6.0,415188.0,2837.0,6.0
4120,Silent Night,139455,tt2347497,2012-11-30,11,4,en,CA,5000000.0,7064459.93035671,94,Comedy,Comedy|Horror|Thriller|Mystery,R,1.0,0.0,,30058.0,Steven C. Miller,65753.0,Richard Saperstein,56890|5915|10825,Malcolm McDowell|Jaime King|Donal Logue,0,,,,Buffalo Gal Pictures,11.0,0.367215462,116214.0,130781.0,14567.0,14567.0,3359.0,11.0,46.0,3902.0,11.0,46.0,2518.0,11.0,47.0,1254.0,11.0,40.0,1218.0,11.0,41.0,1070.0,11.0,42.0,1246.0,11.0,41.0
4121,Great Expectations,121674,tt1836808,2012-11-30,11,4,en,GB,,,128,Drama,Drama|Romance,PG-13,1.0,1.0,,10723.0,Mike Newell,61155.0,David Faigenblum,225692|1283|5469,Jeremy Irvine|Helena Bonham Carter|Ralph Fiennes,0,,,,Number 9 Films,,,5944223.0,6202879.0,,258656.0,,,,,,,,,,,,,,,,,,,,,
4122,The Collection,134597,tt1748227,2012-11-30,11,4,en,US,,,82,Horror,Horror|Thriller,R,1.0,0.0,,51023.0,Marcus Dunstan,108765.0,Brett Forbes,40039|1011107|4443,Josh Stewart|Emma Fitzpatrick|Christopher McDonald,1,6.3,11663448.866662426,3.4,Fortress Features,1403.0,0.208600801,3087648.0,9929706.0,3967673.0,6842058.0,1158063.0,1403.0,10.0,1201123.0,1403.0,11.0,745083.0,1403.0,11.0,231686.0,1403.0,11.0,236398.0,1403.0,12.0,200264.0,1403.0,12.0,195056.0,1403.0,12.0
4123,Home Alone: The Holiday Heist,134375,tt2308733,2012-12-03,12,0,en,CA,11000000.0,15541811.849672535,90,Comedy,Comedy|Family|TV Movie,Unrated,1.0,0.0,,18357.0,Peter Hewitt,1225665.0,Kim Todd,572724|8338|56890,Christian Martyn|Jodelle Ferland|Malcolm McDowell,0,,,,20th Century Fox Television,,,,,,,,,,,,,,,,,,,,,,,,,,,
4124,So Undercover,93837,tt1766094,2012-12-06,12,3,en,US,15000000.0,21193379.793132827,94,Action,Action|Comedy,PG-13,1.0,0.0,,56717.0,Tom Vaughan,54773.0,Steven Pearl,76594|12799|87192,Miley Cyrus|Jeremy Piven|Mike O'Malley,0,,,,Kappa Undercover Pictures,,,,2562285.0,,2562285.0,,,,,,,,,,,,,,,,,,,,,
4125,The Hobbit: An Unexpected Journey,49051,tt0903624,2012-12-12,12,2,en,US,250000000.0,353222996.5178356,169,Adventure,Adventure|Fantasy|Action,PG-13,1.0,1.0,,108.0,Peter Jackson,3506.0,Carolynne Cunningham,7060|1327|30315,Martin Freeman|Ian McKellen|Richard Armitage,0,,,,New Line Cinema,4045.0,1.651015619,714347242.0,1017453991.0,113152900.0,303030651.0,37125547.0,4045.0,1.0,27739815.0,4045.0,1.0,19751941.0,4045.0,1.0,7738293.0,4045.0,1.0,7855090.0,4045.0,1.0,6327187.0,4045.0,1.0,6615027.0,4045.0,1.0
4126,Les Misérables,82695,tt1707386,2012-12-18,12,1,en,US,61000000.0,86186411.15323964,158,History,History|Drama,PG-13,1.0,0.0,,70500.0,Tom Hooper,2238.0,Eric Fellner,6968|934|1813,Hugh Jackman|Russell Crowe|Anne Hathaway,0,,,,Universal Pictures,2814.0,1.255936573,293497389.0,442757529.0,72967240.0,149260140.0,18111665.0,2808.0,1.0,12158640.0,2808.0,1.0,9168120.0,2808.0,2.0,9314345.0,2814.0,3.0,9750510.0,2814.0,3.0,8216880.0,2814.0,3.0,6247080.0,2814.0,2.0
4127,The Guilt Trip,82687,tt1694020,2012-12-19,12,2,en,US,40000000.0,56515679.444916375,95,Comedy,Comedy,PG-13,1.0,0.0,,29214.0,Anne Fletcher,54734.0,Evan Goldberg,19274|10400|63312,Seth Rogen|Barbra Streisand|Yvonne Strahovski,0,,,,Paramount Pictures,2431.0,0.816560044,4729511.0,41863726.0,11050784.0,37134215.0,1029734.0,2431.0,2.0,1000880.0,2431.0,2.0,1489795.0,2431.0,5.0,2062410.0,2431.0,6.0,1738424.0,2431.0,6.0,1118091.0,2431.0,6.0,2611450.0,2431.0,7.0
4128,Zero Dark Thirty,97630,tt1790885,2012-12-19,12,2,en,US,40000000.0,56515679.444916375,157,Thriller,Thriller|Drama,R,1.0,0.0,,14392.0,Kathryn Bigelow,51686.0,Mark Boal,83002|76512|3497,Jessica Chastain|Jason Clarke|Kyle Chandler,0,,,,Annapurna Pictures,5.0,0.811999281,37100000.0,132820716.0,868784.0,95720716.0,124848.0,5.0,16.0,104164.0,5.0,17.0,115476.0,5.0,20.0,154699.0,5.0,21.0,146975.0,5.0,19.0,110529.0,5.0,18.0,112093.0,5.0,22.0
4129,Jack Reacher,75780,tt0790724,2012-12-20,12,3,en,US,60000000.0,84773519.16221783,130,Crime,Crime|Drama|Thriller|Action,PG-13,1.0,1.0,,9033.0,Christopher McQuarrie,284.0,Gary Levinsohn,500|10882|28633,Tom Cruise|Rosamund Pike|Richard Jenkins,0,,,,Paramount Pictures,3352.0,1.036050325,138269859.0,218340595.0,30553158.0,80070736.0,5021737.0,3352.0,2.0,5663775.0,3352.0,2.0,4524644.0,3352.0,2.0,2641493.0,3352.0,2.0,5297600.0,3352.0,5.0,3844738.0,3352.0,5.0,3559171.0,3352.0,5.0
4130,The Company You Keep,87496,tt1381404,2012-12-20,12,3,en,CA,2000000.0,2825783.9717301456,121,Drama,Drama|Thriller,R,1.0,1.0,,4135.0,Robert Redford,971660.0,Bill Holderman,4135|10959|1733,Robert Redford|Shia LaBeouf|Nick Nolte,0,,,,Brightlight Pictures,,,14881653.0,20014680.0,,5133027.0,,,,,,,,,,,,,,,,,,,,,
4131,This Is 40,89492,tt1758830,2012-12-20,12,3,en,US,35000000.0,49451219.51043428,134,Comedy,Comedy,R,1.0,0.0,,41039.0,Judd Apatow,41039.0,Judd Apatow,22226|41087|12074,Paul Rudd|Leslie Mann|John Lithgow,1,6.9,232805772.6231321,5.6,Apatow Productions,2912.0,1.163431277,20670651.0,88215156.0,23930290.0,67544505.0,3714075.0,2912.0,3.0,4413195.0,2912.0,3.0,3451905.0,2912.0,3.0,1514760.0,2912.0,3.0,4369495.0,2912.0,6.0,3320820.0,2912.0,6.0,3146040.0,2912.0,6.0
4132,Parental Guidance,88042,tt1047540,2012-12-25,12,1,en,US,25000000.0,35322299.65178356,104,Comedy,Comedy,PG,1.0,0.0,,58375.0,Andy Fickman,7904.0,Billy Crystal,7904|73931|3141,Billy Crystal|Bette Midler|Marisa Tomei,0,,,,Dune Entertainment III,3367.0,1.001746575,42504936.0,119772232.0,33993350.0,77267296.0,6317559.0,3358.0,4.0,4327777.0,3358.0,4.0,4143356.0,3358.0,4.0,5061707.0,3367.0,4.0,5330872.0,3367.0,4.0,4161474.0,3367.0,4.0,4650605.0,3367.0,4.0
4133,Django Unchained,68718,tt1853728,2012-12-25,12,1,en,US,100000000.0,141289198.58650726,165,Drama,Drama|Western,R,1.0,0.0,,138.0,Quentin Tarantino,5382.0,Stacey Sher,134|27319|6193,Jamie Foxx|Christoph Waltz|Leonardo DiCaprio,0,,,,The Weinstein Company,3010.0,0.958143265,263268939.0,426076540.0,68605611.0,162805434.0,15011121.0,3010.0,2.0,10006383.0,3010.0,3.0,8302761.0,3010.0,3.0,9695416.0,3010.0,2.0,11362499.0,3010.0,2.0,9064973.0,3010.0,2.0,5162458.0,3010.0,3.0
4134,Quartet,121826,tt1441951,2012-12-26,12,2,en,US,11000000.0,15541811.849672535,98,Drama,Drama|Comedy|Romance,PG-13,1.0,0.0,,4483.0,Dustin Hoffman,1052253.0,Stewart Mackinnon,10978|14011|9188,Maggie Smith|Tom Courtenay|Billy Connolly,0,,,,BBC Film,2.0,1.298573215,41130181.0,59520298.0,72077.0,18390117.0,11816.0,2.0,37.0,21838.0,2.0,38.0,13468.0,2.0,38.0,6466.0,2.0,35.0,6454.0,2.0,34.0,5597.0,2.0,36.0,6438.0,2.0,36.0
4135,Phantom,152259,tt1922685,2013-01-03,1,3,en,US,10000000.0,13922746.785807844,99,Thriller,Thriller,R,1.0,1.0,,16829.0,Todd Robinson,585976.0,Julian Adams,228|12640|2714,Ed Harris|David Duchovny|Lance Henriksen,0,,,,Trilogy Entertainment Group,,,163170.0,1197759.0,,1034589.0,,,,,,,,,,,,,,,,,,,,,
4136,Texas Chainsaw 3D,76617,tt1572315,2013-01-03,1,3,en,US,20000000.0,27845493.56130221,92,Horror,Horror|Thriller,R,1.0,1.0,,97026.0,John Luessenhop,364835.0,Carl Mazzocone,109513|1054724|224231,Alexandra Daddario|Dan Yeager|Trey Songz,1,3.4,395704.1417558339,17.3,Lionsgate,2654.0,0.766304256,12998641.0,47340586.0,25601740.0,34341945.0,10227996.0,2654.0,1.0,7920329.0,2654.0,2.0,3596145.0,2654.0,4.0,1146753.0,2654.0,4.0,1168681.0,2654.0,4.0,837697.0,2654.0,4.0,704139.0,2654.0,5.0
4137,"Batman: The Dark Knight Returns, Part 2",142061,tt2166834,2013-01-03,1,3,en,US,3500000.0,4872961.372970051,78,Science Fiction,Science Fiction|Action|Animation|Mystery,PG-13,1.0,1.0,,105643.0,Jay Oliva,,Unknown,27811|42160|56930,Peter Weller|Ariel Winter|David Selby,1,7.9,,0.3,Warner Premiere,,,,,,,,,,,,,,,,,,,,,,,,,,,
4138,Death Race: Inferno,156717,tt1988591,2013-01-04,1,4,en,US,6500000.0,9049785.407681055,104,Action,Action|Science Fiction|Thriller,R,1.0,1.0,,97555.0,Roel Reiné,4016.0,Jeremy Bolt,10843|10182|11160,Luke Goss|Ving Rhames|Danny Trejo,1,5.6,,2.1,Moonlighting Films,,,,,,,,,,,,,,,,,,,,,,,,,,,
4139,Gangster Squad,82682,tt1321870,2013-01-09,1,2,en,US,60000000.0,83536480.68390664,113,Crime,Crime|Drama|Action|Thriller,R,1.0,1.0,,91268.0,Ruben Fleischer,17630.0,Michael Tadross,16851|30614|2228,Josh Brolin|Ryan Gosling|Sean Penn,0,,,,Village Roadshow Pictures,3103.0,1.550806067,59200000.0,105200903.0,23110060.0,46000903.0,6714883.0,3103.0,3.0,6214654.0,3103.0,3.0,4140810.0,3103.0,2.0,1505333.0,3103.0,2.0,1887106.0,3103.0,2.0,1355261.0,3103.0,2.0,1292013.0,3103.0,2.0
4140,American Mary,126277,tt1959332,2013-01-11,1,4,en,CA,,,102,Horror,Horror|Thriller,R,1.0,0.0,,544130.0,Jen Soska,21253.0,John A. Curtis,27136|96555|1083260,Katharine Isabelle|Antonio Cupo|Tristan Risk,0,,,,IndustryWorks Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,
4141,A Haunted House,139038,tt2243537,2013-01-11,1,4,en,US,2500000.0,3480686.695420613,86,Comedy,Comedy|Horror,R,1.0,0.0,,1110102.0,Michael Tiddes,56908.0,Rick Alvarez,9562|154000|32907,Marlon Wayans|Essence Atkins|Nick Swardson,0,,,,Open Road Films,2160.0,0.145490499,20117901.0,60159584.0,21613179.0,40041683.0,6792123.0,2160.0,2.0,7537706.0,2160.0,2.0,3771853.0,2160.0,3.0,981212.0,2160.0,4.0,971252.0,2160.0,5.0,777002.0,2160.0,5.0,782031.0,2160.0,5.0
